review_body;Results;Value
Also ich hab Diabetes und bin auf gutes Werkzeug angewiesen . Die Feile ist gut , aber eigendlich nicht grob genug , hätte etwas grober sein können . Eine Seite ist fein , ich mach da sogar vorsichtig die Nägel , die zweite Seite ist bei Hornhaut die eingeweicht ist sehr schnell zu und verschmiert und muss im Wasser ausgeschüttelt werden . Ergonomisch O.K. und erfüllt ihre Sache .... zumal die Hornhaut ja weniger wird von Zeit zu Zeit . Kann man empfehlen .;4;
Der Stecker ist sehr robust, leicht anzuschliessen, und passt einwandfrei!;4;
Das Gerät mach wirklich gute Arbeit. Die Schnipsel sind sehr klein und auf keinen Fall mehr auf irgend eine Weise lesbar. Allerdings sind die angegebenen 10 Seiten etwas zu hoch gegriffen. 5 Seiten gleichzeitig können aber geschreddert werden. Auch eine Überhitzung ist ziemlich schnell erreicht. Wenn man also viel zu schreddern hat, sollte man sich Zeit nehmen und das eher nebenher machen.;4;
Bislang tolles Gerät für den Preis. Schade das man nicht ohne Mähwerk (vielleicht hab ich es auch noch nicht rausgefunden) fahren kann, habe auf dem Grundstück mehrere voneinander unabhängige Rasenflächen.;4;
Das Steckdosenkabel dürfte ruhig bis zum Boden gehen, 2 Meter ist viel zu kurz wenn keine Steckdose in der Nähe ist;4;
Qualität etc. stimmt. Einzig stört mich dass das Portemonnaie sehr dick ist...;4;
Gefällt mir, coole Story, etwas langweilig aber bin eher Ich. Danke Amazon für eigentlich nichts, gibts auch bei Steam direkt kostenlos ^^;4;
Hab mir die Maus aufgrund Problemen mit Unterarm/Handgelenk zugelegt. Es war meine erste Vertikal-Maus. Funktioniert ansich super, bei mehreren Minuten ohne Bewegung geht sie offenbar in den Standby-Modus (super, da sicherlich batteriesparend!!!) Durch drücken der Taste geht's dann aber problemlos weiter. So weit so gut. Aber: Ich hab Handschuhgröße 11, Finger lang! Bei entsprechender (entspannender) Haltung, komm ich mit den Finger so weit nach vorne dass ich zum Tasten drücken und besonders für das Mausrad die Finger sehr anwinkeln muss. Dies führt wieder zum Verkrampfen und somit nicht zielführend für mich. Meiner Ansicht nach wäre schon geholfen, wenn das Mausrad auf der Innenseite und somit durch den Daumen bedient werden könnte - leider gibt es mit solchem Aufbau nur sehr wenige Hersteller. Von der Ergonomie wäre es auch von Vorteil wenn irgendwie eine Furche oder anderes Material verwendet werden würde, da ein Anheben durch die rutschige Oberflächenbeschichtung nur schwer möglich ist.;4;
Sehr schöne Glasnuggets für Tischdekoration oder in ein Kerzenglas. Leider waren ein paar der Nuggets kaputt als das Päckchen ankam, es war nur ziemlich dürftig gepolstert. Ansonsten ein sehr schönes Produkt :);4;
gut, aber schmeckt ein bisschen komisch.;4;
Artikel entspricht genau der Beschreibung. Abwicklung sehr schnell und Produkt gefällt uns sehr gut und unsere kleines Kind träumt wunderbar;4;
Gute stabile Hülle. Erfüllt ihren Zweck. Leichtes Handling.;4;
Sieht sehr niedlich aus und gerade richtig zum hinstellen. Würde ich auch weiterempfehlen. Gefällt mir sehr gut diese Arbeit. Danke;4;
genau wie die beschreibung;4;
Preis Leistung passt.;4;
Tja, wer lesen kann, ist im Vorteil.... War überrascht von der kleinen Größe. Von daher finde ich, passt das Preis Leistungsverhältnis nicht! Ansonsten ist es eine gute Creme, die trockene Haut gut pflegt und sehr angenehm duftet.;4;
Die Beutel haben gute Größen. Es ist einfach zu benutzen und ist immer wieder faszinierend wie viel Platz man am Ende gewinnt. Es ist für jeden Beutel ein Schließ-clip vorhanden, das kann man gut finden oder auch nicht. Einer meiner Beutel hatte irgendwann einen Riss, ich denke durch groben Dreck auf dem Boden, wo ich es zusammengerollt habe. Durch einen Klebestreifen ist er aber einfach repariert und funktioniert wieder super.;4;
Schnelle Lieferung, gute Qualität;4;
Auch wenn der Kescher etwas wackelig wirkt, ist er sehr schön fein und filtert selbst kleinste Teilchen aus dem Wasser heraus. Bis jetzt alles prima und zu empfehlen.;4;
Anfangs war ich begeistert, dass die Fernbedienung ohne Batterien funktioniert. Doch leider ließ im Lauf der Zeit die Funktionalität nach. Es benötigte immer mehr Versuche, bis irgendwann nichts mehr ging. Schade, wäre eine gute Idee gewesen, wenn es nachhaltig wäre. Gut funktioniert hat es ca 8-10 Monate, dann war die Trefferquote immer geringer und man musste 5-10 mal drücken. Und dann ging nichts mehr. Ich würde die Fernbedienung nicht mehr kaufen. Zu kurze Lebensdauer.;4;
Haare werden gut aufgenommen, jedoch würde ich mir wünschen, dass vorhandene Schuppen und Krümmel nicht so stark durch die Gegend geschleudert werden würden, dass man am Ende zwar ein sauberes Sofa hat, aber der Fußboden dreckig ist. Auch empfinde ich es etwas schade, dass nur fest gespannte Stoffe gereinigt werden können. Auch die Klappe zum Entleeren hat Verbesserungsbedarf. Aber dennoch eine gute Möglichkeit um ohne Staubsauger das Sofa zu reinigen.;4;
Bestpreis und verzinkt. Könnte etwas stabieler sein. Ist ok.;4;
Erfüllte die Erwartungen.;4;
Sehr schneller Service;4;
Es kommt auf den Einsatzzweck an. Wer viel und helles Licht braucht sollte sich einen sehr viel helleren Halogenstrahler kaufen. Wer zum Beispiel eine Wand streicht oder die Reifen in der Tiefgarage wechseln will ist hiermit gut bedient. Genial ist die Konstruktion mit der platzsparenden, klappbaren und sehr stabilen Leuchte. Perfekt wäre diese in einer XXL Ausführung mit viel höherer Leistung. Bis es die zu kaufen lebe ich mit dem Kompromiss und verwende bei Bedarf eine zusätzliche Leuchte.;4;
Top Wickeltasche. Für den Preis hätte ich diese Qualität nicht erwartet. Die Tasche ist gross, geräumig und sieht hübsch aus. Ich habe sie auch schon 2 mal weiterempfohlen und auch die Personen waren höchst zufrieden. Ich kauf es definitiv als Geschenk oder für ein weiteres Kind auch! ??????;4;
Ich habe mir diese Tasche für Bahn/Urlaub und Ausflüge gekauft, eben wo ich dann doch mehr einpacken würde. Es passt wirklich viel rein und gut Aufteilungen, auch mit den Reissverschlüssen, alles super, aber, genau das ABER wenn ich die Tasche über den Schultern trage möchte sich diese Gurte für mich zu schmal. Durch das Gewicht (mit Inhalt) schnürt es dann bald in der Schulter ein. Vielleicht diesen Gurt breiter arbeiten ? Sonst wirklich gut und daher meine Sternvergabe.;4;
Die Anschaffung hat sich gelohnt, neben dem praktischen Aspekt der Trocknung macht das ganze auch optisch was her. Würde ich jedem empfehlen.;4;
Für längere Dauer noch nicht geprüft;4;
Alles super. Nur leider kein Bezug.;4;
Leider gesehen das es überteuert ist :/ schade, getestet wird es erst nächste Woche da ich sie für unsere Hochzeit bestellt habe;4;
Tut was es soll und geht sehr leicht zu befestigen. Allerdings wäre es prima, wenn es noch in der Höhe verstellt werden könnte.;4;
Füsse könnten etwas grösser sein, aber sonst wirklich zu empfehlen;4;
Tolle Wetterstation gut ablesbar nur von der Seite ist die Lesbarkeit schlecht;4;
Eine Woche totale Freude, jetzt fliegt er nicht mehr richtig;4;
Sie sind ok, sie könnten etwas breiter sein;4;
Wurden von mir als Geschenk bestellt. Sie sollen super sein wurde mir gesagt.;4;
Ein sehr schönes Möbelstück, es passen 6 paar Schuhe rein. Leider ist die Bauanleitung nicht gut verständlich;4;
Ich verwende diesen Kopfhörer zum telefonieren. Mal für längere Gespräche am normalen Telefon, das funktioniert einwandfrei. Mal zum telefonieren übers Tablet, über WhatsApp, da ist nicht immer alles zu verstehen. Aber ich nehme an, das liegt nicht an diesem Kopfhörer? Ich möchte ihn auf alle Fälle nicht missen, weil gerade das Gegenüber beim Hören über WhatsApp Schwierigkeiten hatte.;4;
Zügig geliefert, nett verpackt und Produkt wie abgebildet. Die ketten taugen nur leider nichts, für den Preis aber zu verkraften.;4;
So an sich ist es gut wenn man es an einen externen Ort befestigen möchte oder zum Beispiel sein eigenes Open-Air-Case Bauen will;4;
guter film, wenn man darauf steht schon ein muss ihn zu sehen. überraschende wendung mit inbegriffen . . . .;4;
Nach dem Auspacken ist alles so wie beschrieben. Schöne Lederqualität für den Preis. Die Nähte schauen alle stabil aus, keine losen Fäden, Futter schön vernäht. Für meine Karten und Ausweise ist ausreichend Platz. Sollte jemand allerdings noch viele Bonuskarten haben, wird's knapp. RFID-Schutz habe ich noch nicht getestet, gehe aber mal davon aus, das er vorhanden ist. Einen Stern Abzug gibt's, weil ich keinen halben Stern abziehen kannund weil die Geschenkverpackung nicht ganz i.O. war (am Scharnier hält der Kleber nicht und die Verkleidung hängt unschön weg). Sollte jemand die Börse in der Verpackung verschenken wollen sieht das nicht gut aus. Also Geldbörse einwandfrei, Verpackung könnte besser sein.;4;
Ist ein sehr schöner Kerzenständer. Er ist stabil und sieht gut aus wenn die Kerze darin steht.;4;
Die Farbe variiert zu dem schon vorhandenen. Aber ansonsten sind wir ganz und gar damit zufrieden.;4;
Tolles Produkt, schade, das das Motiv beim stanzen auf dem Kopf steht. Daher für mich unbrauchbar, leider. Geht nicht in alle Materialien.;4;
Die Schuhe passen wie erwartet, riechen nur minimal nach Chemie beim auspacken und laufen sich sehr bequem. Ich trage die Schuhe jetzt eine Woche täglich und bin zufrieden. Wie lange die halten kann ich leider nicht sagen, aber bei dem Preis kann man nicht viel falsch machen. Update: Bei einem Schuh hat sich innen die Sohle gelöst und rutscht manchmal bei ausziehen mit raus, lässt sich aber einfach wieder hineinschieben. Also halb so wild, bei dem Preis kann ich damit leben.;4;
Meine Mama ist mit dem Artikel zufrieden. Leider war er sehr schlecht verpackt. Er war ohne Verpackung verschickt und klapperte schon bei Paketannahme. Schrauben auch lose drin.;4;
Die Stühle sehen sehr gut aus und man sitzt auch sehr gut darauf! Für die Küche eine Kaufempfehling meinerseits.;4;
Im großen und ganzen tuen sie was sie sollen vom Preis Leistung her perfekt, jedoch passen die Papp Teile der Marvel Steelbooks nur sehr schlecht mit in die Hüllen da reißen die etwas ein deswegen ein Stern abzug :-);4;
Der Kessel hat uns nicht enttäuscht, roch am Anfang aber ganz leicht. Kleines Packmaß und schnell einsatzbereit.;4;
So richtig zufrieden bin ich mit den Brettern nicht. Leider sind sie nicht gut geschliffen, sodass an einem seitlich schon ein Splitter steht, den ich nicht entfernen kann, weil ich dann durch die Maserung zu viel mit wegreißen würde. Bei dem anderen ist dieser Splitter auf der Rückseite. Auch die Kante der Saftrinne ist recht scharf.;4;
Super Produkt zu guten Preis, macht genau das was es soll. Hatte nach einem halben Jahr ein Wackelkontakt im Kabel von den Kopfhörer. Verkäufer hat es ohne Probleme ersetzt!;4;
Gewächshaus sehr stabil. Hatte letztes Jahr für meinen Vater gekauft und jetzt eines für mich gekauft. Die Folie bei meinem Vater hat leider keine 3 Monate lang gehalten. Durch die Sonne hat sie sich an einer Stelle aufgelöst (Loch). Deswegen auch nur 4 Sterne.;4;
Die Karten sind von der Verarbeitung her gut. Da man sie ja im normalfall nicht öfters verwendet ist es nicht so schlimm dass das Papier etwas dünn ist.;4;
Habe einen Mutsy evo gehabt leider hat dieser eine viel zu kleine Wanne und somit musste mit meinem 5 Monate alten Kind das noch nicht sitzen kann eine andere Lösung finden. Nach viel recherche bin ich auf diesen Wagen gekommen. Dieser hat eine Riesige Wanne die problemlos umgebaut werden kann zu einem Buggy und die Liegefunktion kann man jederzeit unterwegs mit einem Hebel und Gurt betätigen ohne das Kind aus dem Wagen nehmen zu müssen! Die Lufträder haben eine gute Dämpfung und funktionieren auf dem Feldweg und Bordstein einwandfrei, habe gedacht es ist etwas wackelig aber bis jetzt halt alles TipTop. Hätte ich das früher gewusst, dann hätte ich mir viel Geld und Ärger erspart in diesem Preissegment würde man soviel komfort und funktionalität nicht erwaten!;4;
Dieses Bett ist wunderschön! Die Anleitung war leider nicht auf Deutsch, aber wer ein bisschen handwerkliches Geschick hat, schafft das auch ohne ganz problemlos und sehr schnell. Einen Stern Abzug gibt es für die Matratze, da muss für unsere Kleine noch eine neue her. Aber für den Preis inklusive Lattenrost und Matratze darf man sich eigentlich nicht beschweren. Der Geruch war auch okay, nach neuem Holz und nicht nach Chemie. Wir haben es in der Garage ein paar Tage auslüften lassen, dann war der Geruch im Kinderzimmer kaum mehr da. Ein bisschen stört mich, dass die Sterne durch die Matratze verdeckt werden, aber das ist ebenfalls meckern auf hohem Niveau! Wir würden diese Bett auf jeden Fall wieder kaufen.;4;
Gut konzipierte tasche, rastet gut am passenden Gepäckträger ein und aus.;4;
Schnelle Lieferung, Produkt funtktioniert - zumindest im Haus. Die Leuchtkugel, für die die Fassung bestellt ist, ist noch nicht in Betrieb, werde anber darüber berichten, sollte etwas nicht oder gut funktionieren.;4;
Die maus ist wirklich sehr gut man kann alle Tasten Programmieren mit der Software kann ich nur weiter empfehlen aber ein Stern Abzug giebt es weil bei mir die rechte maus Taste am Anfang gequitscht hat aber es ist wieder weg;4;
Alles so wie beschrieben , sind zufrieden . Preis Leistung ist vollkommen ok . Kann man empfehlen wenn keine high Quality vorausgesetzt wird .;4;
Nette Geschenkidee, Lieferung und Kontakt bestens Die Qualität der ersten Hülle war leider mangelhaft, nach kurzer Reklamation wurde sofort ein Ersatz geschickt mit einwandfreier Qualität. Service 1 A !;4;
Preis-Leistung ist recht gut. Die Mechanik funktioniert bisher gut. Das Bild wird nahezu sauber dargestellt, d.h. je nach Blickwinkel kann es stellenweise leichte helle Reflektionen geben (mir fehlt jedoch der Vergleich zu anderen Leinwänden), die aber während des Films fast nicht auffallen. Der Geruch ist anfänglich (ca. 5 Tag) markant, danach für einige Zeit nur noch im Abstand von 1m merkbar.;4;
Sehr schnelle Lieferung. Sieht sehr gut aus aber einen Stern Abzug da er sehr laut Geräusche beim anstellen macht. Sonst super.;4;
Die Wattestäbchen kamen wie bestellt und wurden schnell geliefert. Von der Benutzung her sind sie mit herkömmlichen Produkten aus Kunststoff aus dem Drogeriemarkt zu vergleichen und stehen diesen in nichts nach. Einziges Manko: Für das Set aus vier Einzelpackungen á 200 Einheiten wurde eine Umverpackung aus Pappe gewählt. Diese war noch einmal zusätzlich in einer Kunststofftüte verpackt - schade. Hier hätte man noch Plastik einsparen können. Trotzdem kann ich das Produkt absolut weiter empfehlen.;4;
".... mit einem kleinen, filigranen Magnethalter sollte eigentlich passen. Leider sinkt das Mobile bei einer steilen, waagerechten Befestigung langsam in eine steilere Position ab und wird damit schlecht lesbar. Das Kugelgelenk hält nicht einmal ein ""normales"" Galaxy S7 aus - das Gewicht drückt das Mobile wie beschrieben in eine noch steilere Position. Naja, irgendwie habe ich dann doch noch einen Platz gefunden - guter Magnet, schwaches Kugelgelenk, nette Optik: ich behalte das Stück.";4;
Schnelle Lieferung, genau wie beschrieben, alles bestens!!!;4;
Das Kissen ist am Anfang etwas gewöhnungsbedürftig, dann ist es sehr angenehm.;4;
geliefert und gleich aufgestellt. Die Handhabung wie im Video ,wirklich Kinderleicht. Stand prima, nur beim Schleudern der Waschmaschine ruckelt es ein kleines bisschen mehr als zuvor. Dafür kann ich jetzt super sauber machen und zwar ohne Hilfe.;4;
Die Eckwinkel entsprechen voll den Voraussagen des Herstellers, die erreichbare Stabilität ist hervorragend, habe lange gesucht bis ich auf das Produkt gestoßen bin.;4;
Die Bestellung hat wie immer super über Amazon geklappt. Die Ware war einwadnfrei verpackt, sodass ich am Produkt keine Mängel feststellen konnte. Die Verarbeitung und die Qualität vom Produkt sieht auf den ersten Blick sehr stabil und dicht aus. Die Anbringung war für mich sehr einfach und ich konnte alles problemlos befestigen. Die Kabeldurchführung war für meinen vorhandenen Kabels groß genug. Zusammengefasst ist das Preis/Leistungsverhältnis im oberen Bereich für mich und ich gehe davon aus das in Zukunft ich mit diesem Produkt keine weiteren probleme haben werde und somit dieses Produkt weiter emphelen kann.;4;
Der Donut wurde von uns noch nicht benutzt, aber auf den ersten Blick sieht er genauso aus, wie auf dem Bild abgebildet. Er ist sehr groß und ich bin mir sicher, dass wir damit in unserem nächsten Urlaub viel Spaß haben werden. Für Familien mit Kindern ist der perfekt und meine haben sich riesig darüber gefreut.;4;
die bar geht einwandfrei, die alte( orginal geht auch wieder)... war bedienerfehler, aber die neue lass ich etz dran ist bischen größer:);4;
Alles zur vollsten Zufriedenheit geklappt, gerne wieder;4;
Der Hahn - Schlauch M22 ist so wie ich mir gewünscht habe . Bin sehr zufrieden . MfG - Schmidt -;4;
Nachdem wir unsere Lieferungen doch noch beim Nachbarn gefunden haben sind wir zufrieden mit der Qualität und mit der Verpackung. In der APP stand: An einen Hausbewohner ausgeliefert. Wurde aber beim Nachbarn ausgeliefert. Bitte meine Beschwerde vergessen Es ist alles angekommen. Der Auslieferer sollte nur eine entsprechende Notiz hinterlassen!!!;4;
Bequem und günstig! Gut!;4;
Der Staubsauger heißt UltraPower im Gegensatz zu meinem Vorgänger-Modell, dem Ergorapido. Dieser hier hat wirklich mehr Power und vor allem auf Teppich saugt er besser, durch größere Bürsten. Was ich sehr schade finde, ist, dass es keine Ladestation dazu gibt und so wie ich es bisher gesehen habe, auch keine zum dazukaufen gibt.;4;
Der Spielteppich hat ein schönes farbenfrohes Bild und ist recht weich zum Sitzen und Spielen. Unser Enkelkind (13 Monate) hat sich sofort auf dem Teppich heimisch gefühlt. Einziges Manko, der Teppich ist nicht rutschfest. Er hat zwar auf der Unterseite Noppen auf der Unterseite, diese verhindern aber nicht, dass der Teppich sich mit dem Fuß schon auf unserem Fliesenboden verschieben lässt. Daher habe ich einen Stern abgezogen.;4;
Wird zur Arbeitshose getragen.Entlastet;4;
Grundsätzlich ist die Pfanne top. Sie ist eben, wirklich sehr groß, das Fett verteilt sich gut und es brät bisher nichts an. Hinsichtlich P/L ist die Pfanne zu empfehlen. Leider konnte ich den Deckel nicht Mal aus dem Karton nehmen. Dabei ist der Griff, aufgrund des spröden Plastiks, direkt abgefallen. Da es mir nicht um den Deckel ging und mir der Aufwand für die Retoure zu groß war, habe ich den kaputten Deckel weggeschmissen und bin mit der Pfanne glücklich.;4;
Hatte Probleme mit der Farbpatrone (fast leer, nicht alle Farben). Mir wurde nach mehrmaligem email Kontakt eine neue geschickt. Die funktioniert, kann aber mit dem Original von HP nicht mithalten, eben refilled. Wer nicht viel Farbdrucke benötigt, kann sie kaufen. Der Kundenservice war sehr gut.;4;
Erfüllt was man von einem Fleischwolf erwartet;4;
Vorteile: - dicke Hülle schützt das Xperia XZ2 gut, wenn es mal hinfällt - das Handy rutscht kaum Nachteile: - die Tasten lassen sich kaum bedienen (schwer und der Druckpunkt ist nicht fühlbar) - das Design wirkt etwas klobig Ich habe die Tasten mit einem Messer ausgeschnitten;4;
Sehr handlich und macht was er soll. Bin super zufrieden;4;
Tolles Buch. Haben es als Geschenk für unseren Sohn gekauft , der ist total begeistert. Die Anleitungen sind gut zu verstehen so das das schnitzen auch richtig gut funktioniert.;4;
Einfache Handhabung bei optimaler Sicherheit;4;
War ein Geschenk, daher kann ich dazu nicht viel sagen.;4;
Die Kissenbezüge sehen genauso wie auf dem Bild aus, das Material ist auch ok. Sehen auf unserem Sofa sehr schick aus. Nach einer Zeit haben sich schon paar Nähte aufgelöst.;4;
Habe die Hülle für meine 10jährige Tochter gekauft. Sie liebt den Anhänger und den Handystift in Form einer Feder. Das iPhone 6plus passt perfekt. Das einzige was ich bisschen blöd finde ist, dass keine Befestigungsmöglichkeit für den Handystift vorhanden ist.;4;
"Für einen ersten und günstigen Wanderrucksack ist dieser gut geeignet! In echt sieht er auch schöner aus als auf dem Bild (ich wusste erst nicht recht, ob er mir gefallen würden, aber in Natura sieht er dann doch ganz gut aus :)). Leider waren bei mir die Reißverschlüsse defekt und so sind diese schon auf dem Weg zum Flughafen aufgeplatzt, was natürlich eher unpraktisch war... Auf meine Kritik hin hat aber der Verkäufer sofort reagiert und hat mir den vollen Preis zurück erstattet und hat versichert, dass die Qualität der Reißverschlüsse überarbeitet wird! :) Dieser Rucksack ist also durchaus einen Versuch wert ;)";4;
Also ich hab fast gekotzt aber die Wirkung ist top;4;
Sieht und fühlt sich gut an, ist mriner Meinung nach jedoch etwas zu teuer. Hinzufügen 6 weitere Wörter wieso bitte;4;
leider fehlen die 10 Ersatzklingen !!;4;
Habe es gebraucht über Amazon gekauft. Der Artikel ist extrem unsauber geliefert worden. Eine vorherige normale Reinigung wäre trotz gebrauchten Artikel angebracht gewesen.;4;
Für das Geld super. Hochwertig verarbeitet. Super Gelenke. Das Justieren der Kamera auf der Montageplatte ist halt etwas fummelig Aber wenn mans raus hat, kann man sehr schöne steady Cam Aufnahmen machen;4;
Schnelle Lieferung, stabil verbaut. Schaut toll aus. Preis/Leistung top.;4;
"Shirt ist sehr angenehm im Wasser zu tragen. Jedoch unbedingt grösser bestellen. Ich trage normalerweise 38 und habe eine 42 bestellt. Sitzt wie eine zweite Haut. Bei besonders ""langen"" Damen ist es etwas kurz";4;
Preis/Leistung ist topp. Bereits mein zweiter Teppich dieser Reihe. Macht optisch was her und liegt preislich nicht auf dem höchsten Niveau!;4;
An der Verarbeitung ist nichts zu beanstanden, für den Preis in Ordnung, der Edelstahl ist magnetisch, daher kein besonders hochwertiger Edelstahl, nach Gebrauch ist auf gute Sauberkeit zu achten, um Rost zu vermeiden. Für den gelegentlichen Gebrauch ausreichend.;4;
Wirkt ein bisschen billig. Die Verarbeitung passt aber. Die Kontrollleuchte am Schalter flackerte bereits nach 2 Tagen, funktoniert aber noch.;4;
Versand wie immer hervorragend.Die Bremsbacken sind so wie sie sein sollten.Gute Verpackung.Über den Preis kann man jetzt diskutieren,ich persönlich finde für ein Paar zu teuer.Aber jeder kann das ja anderst beurteilen;4;
Ich bin mehr als zufrieden mit diesem Smartphone. Für meine Zwecke ist es mehr als ausreichend. Die Kamera könnte zwar besser sein und nach einer Weile hängt sich der Fingerabdrucksensor auf. Aber wenn man das Smartphone regelmäßig ausschaltet, geht auch der Sensor wieder. Ich finde, es ist ein gutes Einsteigermodell und für diesen Preis definitiv zu empfehlen.;4;
Für mich ist es eines der schlechtesten Alben von Rammstein. Mir fehlt hier ein wenig das Rammstein im Album. Es fällt mir schwer das zu erklären. Aber selten gab es Alben von Rammstein, bei denen ich mehr als 2 Songs nicht mochte. Hier im Album gefallen mir maximal 3 Songs. Die Qualität der Musik und auch der Verpackung sind wie immer erste Sahne. Auch die Abmischung ist wie gewohnt sehr gut. Da können sich definitiv einige der Bands der NDH eine Scheibe von abschneiden. Die bekommen das leider nur selten hin, dass sich alles gut anhört und fühlt. Entweder ist die Stimme zu laut, oder der Rest. Rammstein macht das da perfekt. Für Fans defintiv ein Stück, was man sich ins Regal stellen sollte. Für mich hat sich der Kauf jeden Fall gelohnt, weil ich Rammstein gerne höre - auch wenn nicht gleich alle Songs für mich gut ausfallen.;4;
Alles super wie immer. Klare Kaufempfehlung;4;
Für die Beschleunigung meines Laptops habe ich diese SD Karte geholt, von 240 GB sind nur 230 verwendbar, deshalb an dieser Stelle nur vier Sterne. Sie ist sehr klein, dass hatte ich nicht erwartet, Einbau und Erkennung ohne Probleme.;4;
Da ich am liebsten so natürliche Produkte wie möglich verwende, ist diese Sonnencreme super... lässt sich nur leider schlecht auf der Haut verteilen.;4;
Gute Qualität, aber nicht das Optimum;4;
Der Behälter ist eigentlich ganz ok, aber leider hat er nicht lange gehalten. Ich hatte dort den Babybrei eingefroren, aber das herausnehmen bzw. -drücken hat nicht gut funktioniert. Der Inhalt löste sich einfach nicht. Vielleicht war es auch ein Bedienfehler, das will ich nicht ausschließen, aber einzelne Fächer brachen beim Drücken heraus, daher gibt es für die Qualität nur 2 Sterne. Auslaufsicher ist der Behälter allemal;4;
Lampe funktioniert gut. Schnelle Lieferung. Leider passt der Stecker nicht in unsere Steckdosen, musste mir einen Adapter kaufen. Es wäre gut, wenn beim Kauf darauf hingewiesen würde.;4;
Der Schlauch ist eigentlich sehr gute Qualität, sehr flexibel, aber wird als 19mm angeboten, was nach meiner Meinung nicht ganz richtig ist, da der für den drei Wege Verteiler angeboten wird. Habe ihn einmal zurück geschickt, den gleichen wieder bekommen. Der wurde dann von mir auch genommen, habe aber an dem 3Wege Verteiler mit Schellen gegen abrutschen gesichert. Es funktioniert, aber der originale alte Schlauch war 1mm enger und saß fester drauf. Aber da es funktioniert, gebe ich auf Grund der Qualität eine Kaufempfehlung. Für die Qualität ist es ein sehr guter Preis.;4;
Alles in allem eine bequeme Hose in der sich bestimmt gut Sport machen lässt (noch nicht getestet). Könnte etwas länger sein. (Endet ein Stück weit über den Knöchel);4;
Akku ist zu schnell alle;4;
sehr gute Ware, ist wie erwartet, kann ich nur weiter empfehlen Ware ist bald und in einwandfreien Zustand bei mir angekommen;4;
"Hallo, hier mal ein paar Worte zur Größe: Ich habe mir den Schuh in Größe 43 gekauft, auf dem Etikett im Schuh steht u. a. 28 cm. Laienhaft mit dem Lineal gemessen beträgt meine Fußgröße ca. 26,8 cm. Ein Adidas Samba in Größe 42 2/3 war mir zu klein, einen aktuellen Asics-Laufschuh trage ich in Größe 45. Ich hoffe, das hilft dem ein oder anderen. :-) Noch was zum Schuh an sich. Ich trage ihn jetzt seit ca. einer Stunde, mir fällt auf, dass die Einlage sehr weich ist. Ich gebe dem Schuh aktuell ""nur"" vier Sterne, da ich den Schuh - wie gesagt - erst sehr kurz trage und noch kein abschließendes Urteil habe. Optisch macht er aber einen sehr guten Eindruck, alleine dafür würde ich ihn mir wieder kaufen und ihn weiter empfehlen.";4;
Ein absolutes Topgerät zu einem super Preis! Alle anderen Reiskocher in dieser Preisklasse können keine Reiskruste machen die dad ganze erst zu einer Delikatesse macht. Wir benutzen den Reiskocher fast täglich und sind jedesmal begeistert. Nur einen Stern abzug, weil sich die Beschichtung vom Topf nach einem Monat bereits löst. Allerdings nur an der Aussenseite und nur ganz maginal.;4;
Ein Stern Abzug nur dafür, dass der Reißverschluss an einem schmalen Ende ist und nicht über die Gesamte Länge. Dadurch ist immer etwas Zeit und Geduld nötig, den Bezug aufzuziehen. Sonst prima!!;4;
Das Wachs riecht total gut, man möchte am liebsten rein beißen. Mit den Haaren tut es was es soll. Manche Leute beklagen sich in den Rezensionen, dass die Haare davon fettig aussehen. Ich schätze, dass diese Leute einfach viel zu viel verwendet haben. Man braucht wirklich nur einen kleinen Klecks - Einmal mit dem Zeigefinger rein, mehr nicht. Eigentlich würde ich sogar 5 Sterne geben, aber mich ärgert es ein bisschen, dass man das Wachs nur kaufen kann, wenn man irgendwas anderes bei Amazon im Wert von (ich erinner mich nicht mehr genau) 15-20 Euro kauft. Ich würde das Wachs allerdings immer wieder kaufen.;4;
Nur am stecker 3.5mm Spitze unschön gearbeitet. Ansonsten ist alles ok;4;
Ein praktisches und schönes Produkt, einfach zu montieren;4;
"Nachdem ich sehr begeistert von diesen Doppelrollos war, hatte ich nochmals für andere Räume eines in weiß und zwei in grau nachbestellt. Das weiße war wiederum in Ordnung, wie in erster Bewertung. Bei den beiden grauen war es fast nicht möglich die Klemmhaken einzuschieben (Schiene zu schmal) und sie sind auch nicht wirklich grau, sondern eher ein beige-grau. Deshalb leider zurück Hatte zunächst nur eines zur Ansicht und zum Test bestellt (weiß) und gleich danach alle Wohnzimmer-Fenster (3x 150 cm hoch; 3x 220 ccm hoch) damit ausgestattet. Sehr einfach anzubringen; nur im Fensterrahmen festgeklemmt, muss nicht zwingend geklebt werden. Sieht toll und hochwertig aus; bin begeistert. Bis jetzt alles top und genau wie beschrieben. Mal sehen, was die Dauernutzung bringt. Für den Preis absolut zufrieden!";4;
"Funktioniert gut und passt, mit etwas Eigeninitiative, auch an ein 16"" Early Rider. Dem Gelenk habe ich etwas Öl gegönnt.";4;
Kein Plastikgeruch. Einen Stern Abzug gibts dafür, dass ich mir nicht so ganz sicher bin, wie lang die Verschlussklappe zum Pillen entnehmen hält, da mir diese als sehr windig erscheint....;4;
Zum Schutz eines Schachtes vor Hochwasser;4;
